week_date,region,platform,segment,customer_type,transactions,sales,Date,Day,week_number,month_number,calendar_year,age_band,demographic,avg_transaction,month_name
7/20/2020,OCEANIA,Retail,C2,Existing,168889,6478915,2020-07-20,20,3,7,2020,Middle Aged,Couples,38.36,Jul
7/20/2020,USA,Retail,F1,Existing,39769,2221054,2020-07-20,20,3,7,2020,Young Adults,Families,55.85,Jul
7/20/2020,AFRICA,Retail,F1,Existing,98215,5112601,2020-07-20,20,3,7,2020,Young Adults,Families,52.06,Jul
7/20/2020,ASIA,Retail,C3,New,116741,3496953,2020-07-20,20,3,7,2020,Retirees,Couples,29.95,Jul
7/20/2020,SOUTH AMERICA,Retail,F3,Existing,1464,74015,2020-07-20,20,3,7,2020,Retirees,Families,50.56,Jul
7/20/2020,CANADA,Shopify,C2,New,132,16391,2020-07-20,20,3,7,2020,Middle Aged,Couples,124.17,Jul
7/20/2020,AFRICA,Retail,C4,New,46708,1555754,2020-07-20,20,3,7,2020,Retirees,Couples,33.31,Jul
7/20/2020,AFRICA,Shopify,unknown,New,360,55762,2020-07-20,20,3,7,2020,unknown,unknown,154.89,Jul
7/20/2020,CANADA,Shopify,C1,Existing,566,85120,2020-07-20,20,3,7,2020,Young Adults,Couples,150.39,Jul
7/20/2020,ASIA,Retail,C3,Existing,244576,10928664,2020-07-20,20,3,7,2020,Retirees,Couples,44.68,Jul
7/20/2020,ASIA,Shopify,F1,Existing,2104,357691,2020-07-20,20,3,7,2020,Young Adults,Families,170.01,Jul
7/20/2020,SOUTH AMERICA,Retail,C4,New,254,10487,2020-07-20,20,3,7,2020,Retirees,Couples,41.29,Jul
7/20/2020,USA,Shopify,unknown,New,157,25173,2020-07-20,20,3,7,2020,unknown,unknown,160.34,Jul
7/20/2020,AFRICA,Shopify,C1,New,286,33904,2020-07-20,20,3,7,2020,Young Adults,Couples,118.55,Jul
7/20/2020,ASIA,Shopify,C4,Existing,304,50749,2020-07-20,20,3,7,2020,Retirees,Couples,166.94,Jul
7/20/2020,CANADA,Retail,C1,Existing,55690,2261549,2020-07-20,20,3,7,2020,Young Adults,Couples,40.61,Jul
7/20/2020,SOUTH AMERICA,Shopify,C2,Existing,138,26800,2020-07-20,20,3,7,2020,Middle Aged,Couples,194.2,Jul
7/20/2020,OCEANIA,Retail,C3,Existing,342565,16500877,2020-07-20,20,3,7,2020,Retirees,Couples,48.17,Jul
7/20/2020,EUROPE,Shopify,C3,Existing,174,57555,2020-07-20,20,3,7,2020,Retirees,Couples,330.78,Jul
7/20/2020,CANADA,Shopify,F2,Existing,1349,245938,2020-07-20,20,3,7,2020,Middle Aged,Families,182.31,Jul
7/20/2020,USA,Retail,unknown,Guest,527246,16421119,2020-07-20,20,3,7,2020,unknown,unknown,31.15,Jul
7/20/2020,EUROPE,Retail,unknown,Existing,2589,126640,2020-07-20,20,3,7,2020,unknown,unknown,48.91,Jul
7/20/2020,AFRICA,Retail,C2,Existing,112937,4795261,2020-07-20,20,3,7,2020,Middle Aged,Couples,42.46,Jul
7/20/2020,AFRICA,Shopify,C4,New,66,9306,2020-07-20,20,3,7,2020,Retirees,Couples,141.0,Jul
7/20/2020,ASIA,Retail,C2,Existing,129606,4870216,2020-07-20,20,3,7,2020,Middle Aged,Couples,37.58,Jul
7/20/2020,EUROPE,Shopify,C3,New,17,2759,2020-07-20,20,3,7,2020,Retirees,Couples,162.29,Jul
7/20/2020,OCEANIA,Shopify,F2,Existing,6611,1294153,2020-07-20,20,3,7,2020,Middle Aged,Families,195.76,Jul
7/20/2020,USA,Retail,F2,New,26523,972506,2020-07-20,20,3,7,2020,Middle Aged,Families,36.67,Jul
7/20/2020,USA,Shopify,C1,New,177,22746,2020-07-20,20,3,7,2020,Young Adults,Couples,128.51,Jul
7/20/2020,EUROPE,Shopify,C1,Existing,108,22396,2020-07-20,20,3,7,2020,Young Adults,Couples,207.37,Jul
7/20/2020,EUROPE,Retail,C2,Existing,9955,499512,2020-07-20,20,3,7,2020,Middle Aged,Couples,50.18,Jul
7/20/2020,EUROPE,Shopify,F1,Existing,133,28133,2020-07-20,20,3,7,2020,Young Adults,Families,211.53,Jul
7/20/2020,USA,Retail,C1,New,35843,981310,2020-07-20,20,3,7,2020,Young Adults,Couples,27.38,Jul
7/20/2020,CANADA,Shopify,unknown,Guest,1662,262802,2020-07-20,20,3,7,2020,unknown,unknown,158.12,Jul
7/20/2020,AFRICA,Shopify,F3,New,119,17623,2020-07-20,20,3,7,2020,Retirees,Families,148.09,Jul
7/20/2020,ASIA,Retail,unknown,New,60705,2028159,2020-07-20,20,3,7,2020,unknown,unknown,33.41,Jul
7/20/2020,ASIA,Retail,F2,Existing,219617,10573661,2020-07-20,20,3,7,2020,Middle Aged,Families,48.15,Jul
7/20/2020,ASIA,Shopify,C1,Existing,1295,203596,2020-07-20,20,3,7,2020,Young Adults,Couples,157.22,Jul
7/20/2020,ASIA,Shopify,C4,New,48,6437,2020-07-20,20,3,7,2020,Retirees,Couples,134.1,Jul
7/20/2020,OCEANIA,Shopify,unknown,Guest,10478,1833024,2020-07-20,20,3,7,2020,unknown,unknown,174.94,Jul
7/20/2020,AFRICA,Retail,F3,New,66305,2342177,2020-07-20,20,3,7,2020,Retirees,Families,35.32,Jul
7/20/2020,CANADA,Retail,F2,New,16791,587888,2020-07-20,20,3,7,2020,Middle Aged,Families,35.01,Jul
7/20/2020,SOUTH AMERICA,Retail,F2,Existing,1341,61697,2020-07-20,20,3,7,2020,Middle Aged,Families,46.01,Jul
7/20/2020,AFRICA,Shopify,C3,New,333,51862,2020-07-20,20,3,7,2020,Retirees,Couples,155.74,Jul
7/20/2020,ASIA,Retail,F1,Existing,93579,4365281,2020-07-20,20,3,7,2020,Young Adults,Families,46.65,Jul
7/20/2020,AFRICA,Retail,F2,New,61379,2123835,2020-07-20,20,3,7,2020,Middle Aged,Families,34.6,Jul
7/20/2020,OCEANIA,Retail,C1,New,168697,3829214,2020-07-20,20,3,7,2020,Young Adults,Couples,22.7,Jul
7/20/2020,EUROPE,Shopify,C1,New,12,2814,2020-07-20,20,3,7,2020,Young Adults,Couples,234.5,Jul
7/20/2020,AFRICA,Retail,C3,Existing,288221,14519356,2020-07-20,20,3,7,2020,Retirees,Couples,50.38,Jul
7/20/2020,ASIA,Retail,F2,New,65432,2006512,2020-07-20,20,3,7,2020,Middle Aged,Families,30.67,Jul
7/20/2020,USA,Shopify,F1,New,127,19444,2020-07-20,20,3,7,2020,Young Adults,Families,153.1,Jul
7/20/2020,SOUTH AMERICA,Shopify,F1,New,13,2628,2020-07-20,20,3,7,2020,Young Adults,Families,202.15,Jul
7/20/2020,ASIA,Shopify,F2,New,238,30479,2020-07-20,20,3,7,2020,Middle Aged,Families,128.06,Jul
7/20/2020,EUROPE,Retail,unknown,New,2897,130422,2020-07-20,20,3,7,2020,unknown,unknown,45.02,Jul
7/20/2020,AFRICA,Shopify,F1,Existing,2627,468073,2020-07-20,20,3,7,2020,Young Adults,Families,178.18,Jul
7/20/2020,ASIA,Retail,C1,Existing,184961,6109826,2020-07-20,20,3,7,2020,Young Adults,Couples,33.03,Jul
7/20/2020,AFRICA,Retail,C1,New,97115,2405671,2020-07-20,20,3,7,2020,Young Adults,Couples,24.77,Jul
7/20/2020,ASIA,Shopify,unknown,Existing,299,53982,2020-07-20,20,3,7,2020,unknown,unknown,180.54,Jul
7/20/2020,USA,Shopify,C2,Existing,1362,255741,2020-07-20,20,3,7,2020,Middle Aged,Couples,187.77,Jul
7/20/2020,CANADA,Shopify,F2,New,100,14549,2020-07-20,20,3,7,2020,Middle Aged,Families,145.49,Jul
7/20/2020,SOUTH AMERICA,Shopify,F2,Existing,33,6543,2020-07-20,20,3,7,2020,Middle Aged,Families,198.27,Jul
7/20/2020,OCEANIA,Retail,F1,New,38806,1256163,2020-07-20,20,3,7,2020,Young Adults,Families,32.37,Jul
7/20/2020,ASIA,Retail,F3,Existing,399332,19892631,2020-07-20,20,3,7,2020,Retirees,Families,49.81,Jul
7/20/2020,SOUTH AMERICA,Shopify,C4,Existing,8,1541,2020-07-20,20,3,7,2020,Retirees,Couples,192.62,Jul
7/20/2020,EUROPE,Shopify,F2,Existing,235,50526,2020-07-20,20,3,7,2020,Middle Aged,Families,215.0,Jul
7/20/2020,USA,Shopify,F3,New,53,7925,2020-07-20,20,3,7,2020,Retirees,Families,149.53,Jul
7/20/2020,OCEANIA,Retail,F2,New,85243,2810528,2020-07-20,20,3,7,2020,Middle Aged,Families,32.97,Jul
7/20/2020,OCEANIA,Shopify,C1,New,510,61889,2020-07-20,20,3,7,2020,Young Adults,Couples,121.35,Jul
7/20/2020,EUROPE,Shopify,F2,New,6,711,2020-07-20,20,3,7,2020,Middle Aged,Families,118.5,Jul
7/20/2020,EUROPE,Retail,C3,Existing,15943,901515,2020-07-20,20,3,7,2020,Retirees,Couples,56.55,Jul
7/20/2020,ASIA,Shopify,F3,New,132,18424,2020-07-20,20,3,7,2020,Retirees,Families,139.58,Jul
7/20/2020,AFRICA,Retail,unknown,Guest,1556709,44121039,2020-07-20,20,3,7,2020,unknown,unknown,28.34,Jul
7/20/2020,USA,Shopify,F2,Existing,2011,385373,2020-07-20,20,3,7,2020,Middle Aged,Families,191.63,Jul
7/20/2020,USA,Shopify,C3,New,182,28481,2020-07-20,20,3,7,2020,Retirees,Couples,156.49,Jul
7/20/2020,EUROPE,Shopify,unknown,Existing,28,7894,2020-07-20,20,3,7,2020,unknown,unknown,281.93,Jul
7/20/2020,USA,Retail,unknown,New,20817,881857,2020-07-20,20,3,7,2020,unknown,unknown,42.36,Jul
7/20/2020,ASIA,Retail,F1,New,28846,900625,2020-07-20,20,3,7,2020,Young Adults,Families,31.22,Jul
7/20/2020,USA,Retail,unknown,Existing,11654,574668,2020-07-20,20,3,7,2020,unknown,unknown,49.31,Jul
7/20/2020,ASIA,Shopify,C3,New,324,48582,2020-07-20,20,3,7,2020,Retirees,Couples,149.94,Jul
7/20/2020,AFRICA,Retail,C3,New,108595,3781770,2020-07-20,20,3,7,2020,Retirees,Couples,34.82,Jul
7/20/2020,SOUTH AMERICA,Shopify,C2,New,54,8183,2020-07-20,20,3,7,2020,Middle Aged,Couples,151.54,Jul
7/20/2020,AFRICA,Shopify,F2,Existing,4727,900090,2020-07-20,20,3,7,2020,Middle Aged,Families,190.41,Jul
7/20/2020,ASIA,Shopify,C1,New,324,34344,2020-07-20,20,3,7,2020,Young Adults,Couples,106.0,Jul
7/20/2020,OCEANIA,Shopify,C3,Existing,4580,913548,2020-07-20,20,3,7,2020,Retirees,Couples,199.46,Jul
7/20/2020,USA,Retail,C3,Existing,103326,5766441,2020-07-20,20,3,7,2020,Retirees,Couples,55.81,Jul
7/20/2020,USA,Shopify,unknown,Guest,2592,455358,2020-07-20,20,3,7,2020,unknown,unknown,175.68,Jul
7/20/2020,EUROPE,Retail,C4,Existing,5525,302831,2020-07-20,20,3,7,2020,Retirees,Couples,54.81,Jul
7/20/2020,CANADA,Retail,C4,New,12210,391534,2020-07-20,20,3,7,2020,Retirees,Couples,32.07,Jul
7/20/2020,AFRICA,Shopify,F3,Existing,2445,491853,2020-07-20,20,3,7,2020,Retirees,Families,201.17,Jul
7/20/2020,AFRICA,Retail,unknown,Existing,30196,1305104,2020-07-20,20,3,7,2020,unknown,unknown,43.22,Jul
7/20/2020,EUROPE,Retail,F2,New,1717,76690,2020-07-20,20,3,7,2020,Middle Aged,Families,44.67,Jul
7/20/2020,SOUTH AMERICA,Retail,unknown,New,1170,44311,2020-07-20,20,3,7,2020,unknown,unknown,37.87,Jul
7/20/2020,CANADA,Retail,C2,New,14538,455505,2020-07-20,20,3,7,2020,Middle Aged,Couples,31.33,Jul
7/20/2020,EUROPE,Retail,F1,New,907,37911,2020-07-20,20,3,7,2020,Young Adults,Families,41.8,Jul
7/20/2020,ASIA,Retail,C4,New,49765,1413519,2020-07-20,20,3,7,2020,Retirees,Couples,28.4,Jul
7/20/2020,EUROPE,Retail,C3,New,4432,192113,2020-07-20,20,3,7,2020,Retirees,Couples,43.35,Jul
7/20/2020,SOUTH AMERICA,Shopify,F2,New,6,599,2020-07-20,20,3,7,2020,Middle Aged,Families,99.83,Jul
7/20/2020,ASIA,Retail,C4,Existing,109828,4803614,2020-07-20,20,3,7,2020,Retirees,Couples,43.74,Jul
7/20/2020,SOUTH AMERICA,Retail,C1,Existing,3128,86532,2020-07-20,20,3,7,2020,Young Adults,Couples,27.66,Jul
7/20/2020,ASIA,Shopify,C2,New,473,59062,2020-07-20,20,3,7,2020,Middle Aged,Couples,124.87,Jul
7/20/2020,CANADA,Retail,unknown,New,13044,514992,2020-07-20,20,3,7,2020,unknown,unknown,39.48,Jul
7/20/2020,OCEANIA,Shopify,F2,New,442,65445,2020-07-20,20,3,7,2020,Middle Aged,Families,148.07,Jul
7/20/2020,ASIA,Shopify,C2,Existing,2249,393626,2020-07-20,20,3,7,2020,Middle Aged,Couples,175.02,Jul
7/20/2020,EUROPE,Retail,C2,New,2921,114339,2020-07-20,20,3,7,2020,Middle Aged,Couples,39.14,Jul
7/20/2020,SOUTH AMERICA,Retail,C3,Existing,1409,65844,2020-07-20,20,3,7,2020,Retirees,Couples,46.73,Jul
7/20/2020,EUROPE,Shopify,unknown,Guest,333,87400,2020-07-20,20,3,7,2020,unknown,unknown,262.46,Jul
7/20/2020,AFRICA,Retail,C2,New,56502,1715278,2020-07-20,20,3,7,2020,Middle Aged,Couples,30.36,Jul
7/20/2020,SOUTH AMERICA,Retail,C2,New,962,29964,2020-07-20,20,3,7,2020,Middle Aged,Couples,31.15,Jul
7/20/2020,AFRICA,Shopify,C1,Existing,1661,262746,2020-07-20,20,3,7,2020,Young Adults,Couples,158.19,Jul
7/20/2020,CANADA,Shopify,F3,Existing,701,131032,2020-07-20,20,3,7,2020,Retirees,Families,186.92,Jul
7/20/2020,EUROPE,Retail,F2,Existing,14282,898406,2020-07-20,20,3,7,2020,Middle Aged,Families,62.9,Jul
7/20/2020,USA,Shopify,C3,Existing,1495,315154,2020-07-20,20,3,7,2020,Retirees,Couples,210.81,Jul
7/20/2020,SOUTH AMERICA,Shopify,C3,Existing,98,19477,2020-07-20,20,3,7,2020,Retirees,Couples,198.74,Jul
7/20/2020,CANADA,Shopify,unknown,Existing,83,13028,2020-07-20,20,3,7,2020,unknown,unknown,156.96,Jul
7/20/2020,SOUTH AMERICA,Retail,unknown,Existing,157,6046,2020-07-20,20,3,7,2020,unknown,unknown,38.51,Jul
7/20/2020,SOUTH AMERICA,Shopify,C1,Existing,69,11678,2020-07-20,20,3,7,2020,Young Adults,Couples,169.25,Jul
7/20/2020,AFRICA,Shopify,C2,New,401,54568,2020-07-20,20,3,7,2020,Middle Aged,Couples,136.08,Jul
7/20/2020,USA,Retail,C4,New,17848,630502,2020-07-20,20,3,7,2020,Retirees,Couples,35.33,Jul
7/20/2020,OCEANIA,Shopify,F3,New,207,29543,2020-07-20,20,3,7,2020,Retirees,Families,142.72,Jul
7/20/2020,CANADA,Retail,F2,Existing,60672,3213486,2020-07-20,20,3,7,2020,Middle Aged,Families,52.96,Jul
7/20/2020,SOUTH AMERICA,Retail,F3,New,319,11698,2020-07-20,20,3,7,2020,Retirees,Families,36.67,Jul
7/20/2020,OCEANIA,Shopify,C1,Existing,2657,450393,2020-07-20,20,3,7,2020,Young Adults,Couples,169.51,Jul
7/20/2020,SOUTH AMERICA,Shopify,F3,Existing,30,6650,2020-07-20,20,3,7,2020,Retirees,Families,221.67,Jul
7/20/2020,SOUTH AMERICA,Shopify,unknown,New,47,7401,2020-07-20,20,3,7,2020,unknown,unknown,157.47,Jul
7/20/2020,CANADA,Shopify,C3,New,111,15325,2020-07-20,20,3,7,2020,Retirees,Couples,138.06,Jul
7/20/2020,EUROPE,Retail,unknown,Guest,102644,3684970,2020-07-20,20,3,7,2020,unknown,unknown,35.9,Jul
7/20/2020,SOUTH AMERICA,Shopify,F1,Existing,71,15964,2020-07-20,20,3,7,2020,Young Adults,Families,224.85,Jul
7/20/2020,SOUTH AMERICA,Retail,C2,Existing,965,38296,2020-07-20,20,3,7,2020,Middle Aged,Couples,39.68,Jul
7/20/2020,CANADA,Retail,C2,Existing,23244,988683,2020-07-20,20,3,7,2020,Middle Aged,Couples,42.53,Jul
7/20/2020,SOUTH AMERICA,Retail,C1,New,2451,51488,2020-07-20,20,3,7,2020,Young Adults,Couples,21.01,Jul
7/20/2020,SOUTH AMERICA,Retail,C4,Existing,353,16866,2020-07-20,20,3,7,2020,Retirees,Couples,47.78,Jul
7/20/2020,CANADA,Shopify,C4,Existing,107,20881,2020-07-20,20,3,7,2020,Retirees,Couples,195.15,Jul
7/20/2020,EUROPE,Retail,C4,New,1685,72445,2020-07-20,20,3,7,2020,Retirees,Couples,42.99,Jul
7/20/2020,SOUTH AMERICA,Retail,C3,New,948,36563,2020-07-20,20,3,7,2020,Retirees,Couples,38.57,Jul
7/20/2020,EUROPE,Shopify,unknown,New,11,3660,2020-07-20,20,3,7,2020,unknown,unknown,332.73,Jul
7/20/2020,OCEANIA,Shopify,C2,Existing,4430,838393,2020-07-20,20,3,7,2020,Middle Aged,Couples,189.25,Jul
7/20/2020,USA,Shopify,F1,Existing,1355,250899,2020-07-20,20,3,7,2020,Young Adults,Families,185.17,Jul
7/20/2020,EUROPE,Shopify,F3,Existing,117,28946,2020-07-20,20,3,7,2020,Retirees,Families,247.4,Jul
7/20/2020,USA,Shopify,C1,Existing,777,126503,2020-07-20,20,3,7,2020,Young Adults,Couples,162.81,Jul
7/20/2020,USA,Shopify,C4,Existing,161,28783,2020-07-20,20,3,7,2020,Retirees,Couples,178.78,Jul
7/20/2020,AFRICA,Shopify,F2,New,281,42955,2020-07-20,20,3,7,2020,Middle Aged,Families,152.86,Jul
7/20/2020,CANADA,Retail,F3,Existing,92781,5186278,2020-07-20,20,3,7,2020,Retirees,Families,55.9,Jul
7/20/2020,AFRICA,Shopify,unknown,Guest,5577,954335,2020-07-20,20,3,7,2020,unknown,unknown,171.12,Jul
7/20/2020,USA,Retail,C1,Existing,57357,2379963,2020-07-20,20,3,7,2020,Young Adults,Couples,41.49,Jul
7/20/2020,OCEANIA,Shopify,C4,Existing,664,118008,2020-07-20,20,3,7,2020,Retirees,Couples,177.72,Jul
7/20/2020,CANADA,Shopify,C3,Existing,859,157675,2020-07-20,20,3,7,2020,Retirees,Couples,183.56,Jul
7/20/2020,AFRICA,Retail,unknown,New,53355,2090463,2020-07-20,20,3,7,2020,unknown,unknown,39.18,Jul
7/20/2020,AFRICA,Shopify,F1,New,190,29267,2020-07-20,20,3,7,2020,Young Adults,Families,154.04,Jul
7/20/2020,EUROPE,Retail,F1,Existing,6942,408602,2020-07-20,20,3,7,2020,Young Adults,Families,58.86,Jul
7/20/2020,USA,Retail,F3,New,26934,1037553,2020-07-20,20,3,7,2020,Retirees,Families,38.52,Jul
7/20/2020,OCEANIA,Shopify,F1,Existing,4151,759300,2020-07-20,20,3,7,2020,Young Adults,Families,182.92,Jul
7/20/2020,OCEANIA,Shopify,unknown,Existing,525,100530,2020-07-20,20,3,7,2020,unknown,unknown,191.49,Jul
7/20/2020,OCEANIA,Retail,C4,Existing,153684,7433604,2020-07-20,20,3,7,2020,Retirees,Couples,48.37,Jul
7/20/2020,CANADA,Retail,C3,New,27524,942427,2020-07-20,20,3,7,2020,Retirees,Couples,34.24,Jul
7/20/2020,EUROPE,Shopify,C4,Existing,25,5092,2020-07-20,20,3,7,2020,Retirees,Couples,203.68,Jul
7/20/2020,OCEANIA,Retail,unknown,Existing,38245,1567314,2020-07-20,20,3,7,2020,unknown,unknown,40.98,Jul
7/20/2020,ASIA,Retail,F3,New,83509,2561268,2020-07-20,20,3,7,2020,Retirees,Families,30.67,Jul
7/20/2020,ASIA,Retail,C2,New,84760,2191069,2020-07-20,20,3,7,2020,Middle Aged,Couples,25.85,Jul
7/20/2020,USA,Shopify,C2,New,264,45739,2020-07-20,20,3,7,2020,Middle Aged,Couples,173.25,Jul
7/20/2020,AFRICA,Retail,C1,Existing,185960,6836676,2020-07-20,20,3,7,2020,Young Adults,Couples,36.76,Jul
7/20/2020,ASIA,Shopify,C3,Existing,2071,404284,2020-07-20,20,3,7,2020,Retirees,Couples,195.21,Jul
7/20/2020,ASIA,Retail,C1,New,130249,2829983,2020-07-20,20,3,7,2020,Young Adults,Couples,21.73,Jul
7/20/2020,EUROPE,Retail,C1,New,4503,138830,2020-07-20,20,3,7,2020,Young Adults,Couples,30.83,Jul
7/20/2020,CANADA,Retail,F1,New,6249,218584,2020-07-20,20,3,7,2020,Young Adults,Families,34.98,Jul
7/20/2020,EUROPE,Shopify,F3,New,4,764,2020-07-20,20,3,7,2020,Retirees,Families,191.0,Jul
7/20/2020,AFRICA,Retail,F2,Existing,275050,14689469,2020-07-20,20,3,7,2020,Middle Aged,Families,53.41,Jul
7/20/2020,USA,Retail,C2,New,25856,901385,2020-07-20,20,3,7,2020,Middle Aged,Couples,34.86,Jul
7/20/2020,SOUTH AMERICA,Shopify,unknown,Existing,1,142,2020-07-20,20,3,7,2020,unknown,unknown,142.0,Jul
7/20/2020,EUROPE,Retail,F3,Existing,18807,1178759,2020-07-20,20,3,7,2020,Retirees,Families,62.68,Jul
7/20/2020,AFRICA,Retail,C4,Existing,121033,6082823,2020-07-20,20,3,7,2020,Retirees,Couples,50.26,Jul
7/20/2020,OCEANIA,Retail,F3,New,104611,3493943,2020-07-20,20,3,7,2020,Retirees,Families,33.4,Jul
7/20/2020,OCEANIA,Retail,unknown,New,75459,2610325,2020-07-20,20,3,7,2020,unknown,unknown,34.59,Jul
7/20/2020,CANADA,Retail,F3,New,18018,634416,2020-07-20,20,3,7,2020,Retirees,Families,35.21,Jul
7/20/2020,ASIA,Shopify,unknown,New,341,51774,2020-07-20,20,3,7,2020,unknown,unknown,151.83,Jul
7/20/2020,AFRICA,Shopify,C4,Existing,416,76985,2020-07-20,20,3,7,2020,Retirees,Couples,185.06,Jul
7/20/2020,CANADA,Shopify,C2,Existing,762,130177,2020-07-20,20,3,7,2020,Middle Aged,Couples,170.84,Jul
7/20/2020,ASIA,Shopify,F1,New,199,25035,2020-07-20,20,3,7,2020,Young Adults,Families,125.8,Jul
7/20/2020,OCEANIA,Retail,F2,Existing,345719,17956144,2020-07-20,20,3,7,2020,Middle Aged,Families,51.94,Jul
7/20/2020,OCEANIA,Retail,C2,New,108042,2900766,2020-07-20,20,3,7,2020,Middle Aged,Couples,26.85,Jul
7/20/2020,CANADA,Retail,C4,Existing,28874,1419658,2020-07-20,20,3,7,2020,Retirees,Couples,49.17,Jul
7/20/2020,USA,Retail,C4,Existing,41248,2218243,2020-07-20,20,3,7,2020,Retirees,Couples,53.78,Jul
7/20/2020,OCEANIA,Retail,unknown,Guest,2418504,63336353,2020-07-20,20,3,7,2020,unknown,unknown,26.19,Jul
7/20/2020,SOUTH AMERICA,Shopify,C3,New,25,3511,2020-07-20,20,3,7,2020,Retirees,Couples,140.44,Jul
7/20/2020,EUROPE,Shopify,C4,New,1,406,2020-07-20,20,3,7,2020,Retirees,Couples,406.0,Jul
7/20/2020,OCEANIA,Shopify,unknown,New,525,83884,2020-07-20,20,3,7,2020,unknown,unknown,159.78,Jul
7/20/2020,CANADA,Shopify,F3,New,38,5886,2020-07-20,20,3,7,2020,Retirees,Families,154.89,Jul
7/20/2020,OCEANIA,Shopify,C2,New,789,112544,2020-07-20,20,3,7,2020,Middle Aged,Couples,142.64,Jul
7/20/2020,OCEANIA,Shopify,C4,New,96,12960,2020-07-20,20,3,7,2020,Retirees,Couples,135.0,Jul
7/20/2020,EUROPE,Retail,C1,Existing,15098,680965,2020-07-20,20,3,7,2020,Young Adults,Couples,45.1,Jul
7/20/2020,AFRICA,Shopify,unknown,Existing,283,51745,2020-07-20,20,3,7,2020,unknown,unknown,182.84,Jul
7/20/2020,USA,Shopify,unknown,Existing,160,31243,2020-07-20,20,3,7,2020,unknown,unknown,195.27,Jul
7/20/2020,USA,Shopify,F3,Existing,996,203880,2020-07-20,20,3,7,2020,Retirees,Families,204.7,Jul
7/20/2020,OCEANIA,Retail,F3,Existing,550341,30028424,2020-07-20,20,3,7,2020,Retirees,Families,54.56,Jul
7/20/2020,ASIA,Retail,unknown,Existing,29177,1150712,2020-07-20,20,3,7,2020,unknown,unknown,39.44,Jul
7/20/2020,OCEANIA,Retail,C1,Existing,255770,9117643,2020-07-20,20,3,7,2020,Young Adults,Couples,35.65,Jul
7/20/2020,CANADA,Shopify,F1,New,57,7501,2020-07-20,20,3,7,2020,Young Adults,Families,131.6,Jul
7/20/2020,USA,Retail,C2,Existing,43247,2104602,2020-07-20,20,3,7,2020,Middle Aged,Couples,48.66,Jul
7/20/2020,AFRICA,Shopify,C3,Existing,2680,531587,2020-07-20,20,3,7,2020,Retirees,Couples,198.35,Jul
7/20/2020,SOUTH AMERICA,Shopify,unknown,Guest,2085,383264,2020-07-20,20,3,7,2020,unknown,unknown,183.82,Jul
7/13/2020,OCEANIA,Shopify,C1,New,395,48791,2020-07-13,13,2,7,2020,Young Adults,Couples,123.52,Jul
7/13/2020,USA,Shopify,C4,Existing,167,30885,2020-07-13,13,2,7,2020,Retirees,Couples,184.94,Jul
7/13/2020,CANADA,Shopify,C2,Existing,703,120331,2020-07-13,13,2,7,2020,Middle Aged,Couples,171.17,Jul
7/13/2020,ASIA,Shopify,C1,New,231,30243,2020-07-13,13,2,7,2020,Young Adults,Couples,130.92,Jul
7/13/2020,CANADA,Shopify,C2,New,96,14192,2020-07-13,13,2,7,2020,Middle Aged,Couples,147.83,Jul
7/13/2020,AFRICA,Shopify,C1,Existing,1557,247610,2020-07-13,13,2,7,2020,Young Adults,Couples,159.03,Jul
7/13/2020,USA,Shopify,F3,New,36,7170,2020-07-13,13,2,7,2020,Retirees,Families,199.17,Jul
7/13/2020,AFRICA,Shopify,C1,New,248,30552,2020-07-13,13,2,7,2020,Young Adults,Couples,123.19,Jul
7/13/2020,USA,Retail,C2,New,25914,869174,2020-07-13,13,2,7,2020,Middle Aged,Couples,33.54,Jul
7/13/2020,SOUTH AMERICA,Retail,C2,New,864,25065,2020-07-13,13,2,7,2020,Middle Aged,Couples,29.01,Jul
7/13/2020,SOUTH AMERICA,Shopify,unknown,Guest,2040,382504,2020-07-13,13,2,7,2020,unknown,unknown,187.5,Jul
7/13/2020,ASIA,Retail,F2,Existing,225483,11076975,2020-07-13,13,2,7,2020,Middle Aged,Families,49.13,Jul
7/13/2020,ASIA,Shopify,C3,New,240,36246,2020-07-13,13,2,7,2020,Retirees,Couples,151.02,Jul
7/13/2020,CANADA,Shopify,C3,Existing,809,148571,2020-07-13,13,2,7,2020,Retirees,Couples,183.65,Jul
7/13/2020,SOUTH AMERICA,Retail,C1,Existing,3144,87265,2020-07-13,13,2,7,2020,Young Adults,Couples,27.76,Jul
7/13/2020,OCEANIA,Shopify,C1,Existing,2638,454018,2020-07-13,13,2,7,2020,Young Adults,Couples,172.11,Jul
7/13/2020,EUROPE,Shopify,F2,Existing,206,46406,2020-07-13,13,2,7,2020,Middle Aged,Families,225.27,Jul
7/13/2020,CANADA,Retail,C1,Existing,56403,2339853,2020-07-13,13,2,7,2020,Young Adults,Couples,41.48,Jul
7/13/2020,OCEANIA,Shopify,C2,New,623,96182,2020-07-13,13,2,7,2020,Middle Aged,Couples,154.39,Jul
7/13/2020,USA,Shopify,F1,New,85,13601,2020-07-13,13,2,7,2020,Young Adults,Families,160.01,Jul
7/13/2020,CANADA,Retail,F3,New,17528,610452,2020-07-13,13,2,7,2020,Retirees,Families,34.83,Jul
7/13/2020,SOUTH AMERICA,Shopify,F3,Existing,27,6339,2020-07-13,13,2,7,2020,Retirees,Families,234.78,Jul
