week_date,region,platform,segment,customer_type,transactions,sales
7/20/2020,USA,Retail,F2,Existing,94991,5427473
7/20/2020,ASIA,Retail,null,Guest,1899728,47972511
7/20/2020,AFRICA,Retail,F1,New,21499,747028
7/20/2020,SOUTH AMERICA,Retail,null,Guest,399140,16304351
7/20/2020,OCEANIA,Retail,C2,Existing,168889,6478915
7/20/2020,USA,Retail,F1,Existing,39769,2221054
7/20/2020,AFRICA,Retail,F1,Existing,98215,5112601
7/20/2020,ASIA,Retail,C3,New,116741,3496953
7/20/2020,SOUTH AMERICA,Retail,F3,Existing,1464,74015
7/20/2020,CANADA,Shopify,C2,New,132,16391
7/20/2020,AFRICA,Retail,C4,New,46708,1555754
7/20/2020,AFRICA,Shopify,null,New,360,55762
7/20/2020,CANADA,Shopify,C1,Existing,566,85120
7/20/2020,ASIA,Retail,C3,Existing,244576,10928664
7/20/2020,ASIA,Shopify,F1,Existing,2104,357691
7/20/2020,SOUTH AMERICA,Retail,C4,New,254,10487
7/20/2020,USA,Shopify,null,New,157,25173
7/20/2020,AFRICA,Shopify,C1,New,286,33904
7/20/2020,ASIA,Shopify,C4,Existing,304,50749
7/20/2020,CANADA,Retail,C1,Existing,55690,2261549
7/20/2020,SOUTH AMERICA,Shopify,C2,Existing,138,26800
7/20/2020,OCEANIA,Retail,C3,Existing,342565,16500877
7/20/2020,EUROPE,Shopify,C3,Existing,174,57555
7/20/2020,CANADA,Shopify,F2,Existing,1349,245938
7/20/2020,USA,Retail,null,Guest,527246,16421119
7/20/2020,EUROPE,Retail,null,Existing,2589,126640
7/20/2020,AFRICA,Retail,C2,Existing,112937,4795261
7/20/2020,AFRICA,Shopify,C4,New,66,9306
7/20/2020,ASIA,Retail,C2,Existing,129606,4870216
7/20/2020,EUROPE,Shopify,C3,New,17,2759
7/20/2020,OCEANIA,Shopify,F2,Existing,6611,1294153
7/20/2020,USA,Retail,F2,New,26523,972506
7/20/2020,USA,Shopify,C1,New,177,22746
7/20/2020,EUROPE,Shopify,C1,Existing,108,22396
7/20/2020,EUROPE,Retail,C2,Existing,9955,499512
7/20/2020,EUROPE,Shopify,F1,Existing,133,28133
7/20/2020,USA,Retail,C1,New,35843,981310
7/20/2020,CANADA,Shopify,null,Guest,1662,262802
7/20/2020,AFRICA,Shopify,F3,New,119,17623
7/20/2020,ASIA,Retail,null,New,60705,2028159
7/20/2020,ASIA,Retail,F2,Existing,219617,10573661
7/20/2020,ASIA,Shopify,C1,Existing,1295,203596
7/20/2020,ASIA,Shopify,C4,New,48,6437
7/20/2020,OCEANIA,Shopify,null,Guest,10478,1833024
7/20/2020,AFRICA,Retail,F3,New,66305,2342177
7/20/2020,CANADA,Retail,F2,New,16791,587888
7/20/2020,SOUTH AMERICA,Retail,F2,Existing,1341,61697
7/20/2020,AFRICA,Shopify,C3,New,333,51862
7/20/2020,ASIA,Retail,F1,Existing,93579,4365281
7/20/2020,AFRICA,Retail,F2,New,61379,2123835
7/20/2020,OCEANIA,Retail,C1,New,168697,3829214
7/20/2020,EUROPE,Shopify,C1,New,12,2814
7/20/2020,AFRICA,Retail,C3,Existing,288221,14519356
7/20/2020,ASIA,Retail,F2,New,65432,2006512
7/20/2020,USA,Shopify,F1,New,127,19444
7/20/2020,SOUTH AMERICA,Shopify,F1,New,13,2628
7/20/2020,ASIA,Shopify,F2,New,238,30479
7/20/2020,EUROPE,Retail,null,New,2897,130422
7/20/2020,AFRICA,Shopify,F1,Existing,2627,468073
7/20/2020,ASIA,Retail,C1,Existing,184961,6109826
7/20/2020,AFRICA,Retail,C1,New,97115,2405671
7/20/2020,ASIA,Shopify,null,Existing,299,53982
7/20/2020,USA,Shopify,C2,Existing,1362,255741
7/20/2020,CANADA,Shopify,F2,New,100,14549
7/20/2020,SOUTH AMERICA,Shopify,F2,Existing,33,6543
7/20/2020,OCEANIA,Retail,F1,New,38806,1256163
7/20/2020,ASIA,Retail,F3,Existing,399332,19892631
7/20/2020,SOUTH AMERICA,Shopify,C4,Existing,8,1541
7/20/2020,EUROPE,Shopify,F2,Existing,235,50526
7/20/2020,USA,Shopify,F3,New,53,7925
7/20/2020,OCEANIA,Retail,F2,New,85243,2810528
7/20/2020,OCEANIA,Shopify,C1,New,510,61889
7/20/2020,EUROPE,Shopify,F2,New,6,711
7/20/2020,EUROPE,Retail,C3,Existing,15943,901515
7/20/2020,ASIA,Shopify,F3,New,132,18424
7/20/2020,AFRICA,Retail,null,Guest,1556709,44121039
7/20/2020,USA,Shopify,F2,Existing,2011,385373
7/20/2020,USA,Shopify,C3,New,182,28481
7/20/2020,EUROPE,Shopify,null,Existing,28,7894
7/20/2020,USA,Retail,null,New,20817,881857
7/20/2020,ASIA,Retail,F1,New,28846,900625
7/20/2020,USA,Retail,null,Existing,11654,574668
7/20/2020,ASIA,Shopify,C3,New,324,48582
7/20/2020,AFRICA,Retail,C3,New,108595,3781770
7/20/2020,SOUTH AMERICA,Shopify,C2,New,54,8183
7/20/2020,AFRICA,Shopify,F2,Existing,4727,900090
7/20/2020,ASIA,Shopify,C1,New,324,34344
7/20/2020,OCEANIA,Shopify,C3,Existing,4580,913548
7/20/2020,USA,Retail,C3,Existing,103326,5766441
7/20/2020,USA,Shopify,null,Guest,2592,455358
7/20/2020,EUROPE,Retail,C4,Existing,5525,302831
7/20/2020,CANADA,Retail,C4,New,12210,391534
7/20/2020,AFRICA,Shopify,F3,Existing,2445,491853
7/20/2020,AFRICA,Retail,null,Existing,30196,1305104
7/20/2020,EUROPE,Retail,F2,New,1717,76690
7/20/2020,SOUTH AMERICA,Retail,null,New,1170,44311
7/20/2020,CANADA,Retail,C2,New,14538,455505
7/20/2020,EUROPE,Retail,F1,New,907,37911
7/20/2020,ASIA,Retail,C4,New,49765,1413519
7/20/2020,EUROPE,Retail,C3,New,4432,192113
7/20/2020,SOUTH AMERICA,Shopify,F2,New,6,599
7/20/2020,ASIA,Retail,C4,Existing,109828,4803614
7/20/2020,SOUTH AMERICA,Retail,C1,Existing,3128,86532
7/20/2020,ASIA,Shopify,C2,New,473,59062
7/20/2020,CANADA,Retail,null,New,13044,514992
7/20/2020,OCEANIA,Shopify,F2,New,442,65445
7/20/2020,ASIA,Shopify,C2,Existing,2249,393626
7/20/2020,EUROPE,Retail,C2,New,2921,114339
7/20/2020,SOUTH AMERICA,Retail,C3,Existing,1409,65844
7/20/2020,EUROPE,Shopify,null,Guest,333,87400
7/20/2020,AFRICA,Retail,C2,New,56502,1715278
7/20/2020,SOUTH AMERICA,Retail,C2,New,962,29964
7/20/2020,AFRICA,Shopify,C1,Existing,1661,262746
7/20/2020,CANADA,Shopify,F3,Existing,701,131032
7/20/2020,EUROPE,Retail,F2,Existing,14282,898406
7/20/2020,USA,Shopify,C3,Existing,1495,315154
7/20/2020,SOUTH AMERICA,Shopify,C3,Existing,98,19477
7/20/2020,CANADA,Shopify,null,Existing,83,13028
7/20/2020,SOUTH AMERICA,Retail,null,Existing,157,6046
7/20/2020,SOUTH AMERICA,Shopify,C1,Existing,69,11678
7/20/2020,AFRICA,Shopify,C2,New,401,54568
7/20/2020,USA,Retail,C4,New,17848,630502
7/20/2020,OCEANIA,Shopify,F3,New,207,29543
7/20/2020,CANADA,Retail,F2,Existing,60672,3213486
7/20/2020,SOUTH AMERICA,Retail,F3,New,319,11698
7/20/2020,OCEANIA,Shopify,C1,Existing,2657,450393
7/20/2020,SOUTH AMERICA,Shopify,F3,Existing,30,6650
7/20/2020,SOUTH AMERICA,Shopify,null,New,47,7401
7/20/2020,CANADA,Shopify,C3,New,111,15325
7/20/2020,EUROPE,Retail,null,Guest,102644,3684970
7/20/2020,SOUTH AMERICA,Shopify,F1,Existing,71,15964
7/20/2020,SOUTH AMERICA,Retail,C2,Existing,965,38296
7/20/2020,CANADA,Retail,C2,Existing,23244,988683
7/20/2020,SOUTH AMERICA,Retail,C1,New,2451,51488
7/20/2020,SOUTH AMERICA,Retail,C4,Existing,353,16866
7/20/2020,CANADA,Shopify,C4,Existing,107,20881
7/20/2020,EUROPE,Retail,C4,New,1685,72445
7/20/2020,SOUTH AMERICA,Retail,C3,New,948,36563
7/20/2020,EUROPE,Shopify,null,New,11,3660
7/20/2020,OCEANIA,Shopify,C2,Existing,4430,838393
7/20/2020,USA,Shopify,F1,Existing,1355,250899
7/20/2020,EUROPE,Shopify,F3,Existing,117,28946
7/20/2020,USA,Shopify,C1,Existing,777,126503
7/20/2020,USA,Shopify,C4,Existing,161,28783
7/20/2020,AFRICA,Shopify,F2,New,281,42955
7/20/2020,CANADA,Retail,F3,Existing,92781,5186278
7/20/2020,AFRICA,Shopify,null,Guest,5577,954335
7/20/2020,USA,Retail,C1,Existing,57357,2379963
7/20/2020,OCEANIA,Shopify,C4,Existing,664,118008
7/20/2020,CANADA,Shopify,C3,Existing,859,157675
7/20/2020,AFRICA,Retail,null,New,53355,2090463
7/20/2020,AFRICA,Shopify,F1,New,190,29267
7/20/2020,EUROPE,Retail,F1,Existing,6942,408602
7/20/2020,USA,Retail,F3,New,26934,1037553
7/20/2020,OCEANIA,Shopify,F1,Existing,4151,759300
7/20/2020,OCEANIA,Shopify,null,Existing,525,100530
7/20/2020,OCEANIA,Retail,C4,Existing,153684,7433604
7/20/2020,CANADA,Retail,C3,New,27524,942427
7/20/2020,EUROPE,Shopify,C4,Existing,25,5092
7/20/2020,OCEANIA,Retail,null,Existing,38245,1567314
7/20/2020,ASIA,Retail,F3,New,83509,2561268
7/20/2020,ASIA,Retail,C2,New,84760,2191069
7/20/2020,USA,Shopify,C2,New,264,45739
7/20/2020,AFRICA,Retail,C1,Existing,185960,6836676
7/20/2020,ASIA,Shopify,C3,Existing,2071,404284
7/20/2020,ASIA,Retail,C1,New,130249,2829983
7/20/2020,EUROPE,Retail,C1,New,4503,138830
7/20/2020,CANADA,Retail,F1,New,6249,218584
7/20/2020,EUROPE,Shopify,F3,New,4,764
7/20/2020,AFRICA,Retail,F2,Existing,275050,14689469
7/20/2020,USA,Retail,C2,New,25856,901385
7/20/2020,SOUTH AMERICA,Shopify,null,Existing,1,142
7/20/2020,EUROPE,Retail,F3,Existing,18807,1178759
7/20/2020,AFRICA,Retail,C4,Existing,121033,6082823
7/20/2020,OCEANIA,Retail,F3,New,104611,3493943
7/20/2020,OCEANIA,Retail,null,New,75459,2610325
7/20/2020,CANADA,Retail,F3,New,18018,634416
7/20/2020,ASIA,Shopify,null,New,341,51774
7/20/2020,AFRICA,Shopify,C4,Existing,416,76985
7/20/2020,CANADA,Shopify,C2,Existing,762,130177
7/20/2020,ASIA,Shopify,F1,New,199,25035
7/20/2020,OCEANIA,Retail,F2,Existing,345719,17956144
7/20/2020,OCEANIA,Retail,C2,New,108042,2900766
7/20/2020,CANADA,Retail,C4,Existing,28874,1419658
7/20/2020,USA,Retail,C4,Existing,41248,2218243
7/20/2020,OCEANIA,Retail,null,Guest,2418504,63336353
7/20/2020,SOUTH AMERICA,Shopify,C3,New,25,3511
7/20/2020,EUROPE,Shopify,C4,New,1,406
7/20/2020,OCEANIA,Shopify,null,New,525,83884
7/20/2020,CANADA,Shopify,F3,New,38,5886
7/20/2020,OCEANIA,Shopify,C2,New,789,112544
7/20/2020,OCEANIA,Shopify,C4,New,96,12960
7/20/2020,EUROPE,Retail,C1,Existing,15098,680965
7/20/2020,AFRICA,Shopify,null,Existing,283,51745
7/20/2020,USA,Shopify,null,Existing,160,31243
7/20/2020,USA,Shopify,F3,Existing,996,203880
7/20/2020,OCEANIA,Retail,F3,Existing,550341,30028424
7/20/2020,ASIA,Retail,null,Existing,29177,1150712
7/20/2020,OCEANIA,Retail,C1,Existing,255770,9117643
7/20/2020,CANADA,Shopify,F1,New,57,7501
7/20/2020,USA,Retail,C2,Existing,43247,2104602
7/20/2020,AFRICA,Shopify,C3,Existing,2680,531587
7/20/2020,SOUTH AMERICA,Shopify,null,Guest,2085,383264
7/13/2020,OCEANIA,Shopify,C1,New,395,48791
7/13/2020,USA,Shopify,C4,Existing,167,30885
7/13/2020,CANADA,Shopify,C2,Existing,703,120331
7/13/2020,ASIA,Shopify,C1,New,231,30243
7/13/2020,CANADA,Shopify,C2,New,96,14192
7/13/2020,AFRICA,Shopify,C1,Existing,1557,247610
7/13/2020,USA,Shopify,F3,New,36,7170
7/13/2020,AFRICA,Shopify,C1,New,248,30552
7/13/2020,USA,Retail,C2,New,25914,869174
7/13/2020,SOUTH AMERICA,Retail,C2,New,864,25065
7/13/2020,SOUTH AMERICA,Shopify,null,Guest,2040,382504
7/13/2020,ASIA,Retail,F2,Existing,225483,11076975
7/13/2020,ASIA,Shopify,C3,New,240,36246
7/13/2020,CANADA,Shopify,C3,Existing,809,148571
7/13/2020,SOUTH AMERICA,Retail,C1,Existing,3144,87265
7/13/2020,OCEANIA,Shopify,C1,Existing,2638,454018
7/13/2020,EUROPE,Shopify,F2,Existing,206,46406
7/13/2020,CANADA,Retail,C1,Existing,56403,2339853
7/13/2020,OCEANIA,Shopify,C2,New,623,96182
7/13/2020,USA,Shopify,F1,New,85,13601
7/13/2020,CANADA,Retail,F3,New,17528,610452
7/13/2020,SOUTH AMERICA,Shopify,F3,Existing,27,6339
7/13/2020,OCEANIA,Shopify,F2,Existing,6482,1297733
7/13/2020,CANADA,Shopify,C1,Existing,563,88441
7/13/2020,ASIA,Shopify,F3,New,102,16202
7/13/2020,USA,Retail,F2,Existing,97479,5634892
7/13/2020,USA,Retail,C4,Existing,41992,2271620
7/13/2020,USA,Shopify,C2,New,209,45008
7/13/2020,CANADA,Retail,null,New,13198,534888
7/13/2020,USA,Shopify,null,Existing,147,31710
7/13/2020,AFRICA,Shopify,null,New,324,53306
7/13/2020,ASIA,Shopify,C1,Existing,1279,208790
7/13/2020,CANADA,Shopify,null,Guest,1566,261616
7/13/2020,AFRICA,Shopify,C2,New,333,49934
7/13/2020,CANADA,Retail,C2,Existing,23646,1030211
7/13/2020,EUROPE,Retail,F2,New,1723,77172
7/13/2020,AFRICA,Retail,F3,New,65707,2293030
7/13/2020,SOUTH AMERICA,Shopify,F3,New,2,262
7/13/2020,ASIA,Retail,C3,New,115487,3438800
7/13/2020,SOUTH AMERICA,Retail,C1,New,2421,51812
7/13/2020,OCEANIA,Retail,F1,Existing,146577,7366350
7/13/2020,USA,Shopify,null,Guest,2416,427409
7/13/2020,ASIA,Shopify,C2,New,367,53782
7/13/2020,AFRICA,Retail,C4,New,46126,1537432
7/13/2020,OCEANIA,Retail,C1,Existing,256983,9184537
7/13/2020,EUROPE,Retail,F2,Existing,14544,904637
7/13/2020,EUROPE,Shopify,C4,New,1,99
7/13/2020,SOUTH AMERICA,Shopify,null,Existing,2,628
7/13/2020,EUROPE,Retail,C1,New,4584,138829
7/13/2020,AFRICA,Retail,C2,New,56401,1705837
7/13/2020,OCEANIA,Shopify,null,Guest,9945,1777046
7/13/2020,SOUTH AMERICA,Retail,null,Guest,394544,16237365
7/13/2020,ASIA,Shopify,F2,New,182,27111
7/13/2020,SOUTH AMERICA,Shopify,F1,Existing,62,15086
7/13/2020,CANADA,Retail,F1,New,6233,225735
7/13/2020,OCEANIA,Shopify,C3,New,512,82911
7/13/2020,CANADA,Retail,null,Existing,5987,276727
7/13/2020,SOUTH AMERICA,Retail,C3,New,866,32885
7/13/2020,USA,Retail,C1,New,35213,927603
7/13/2020,OCEANIA,Shopify,C4,Existing,698,127850
7/13/2020,CANADA,Shopify,C3,New,73,10187
7/13/2020,EUROPE,Retail,C2,Existing,9986,484385
7/13/2020,ASIA,Retail,null,New,58675,1992524
7/13/2020,AFRICA,Retail,C4,Existing,123182,6286942
7/13/2020,EUROPE,Retail,F1,Existing,6950,402486
7/13/2020,ASIA,Shopify,F1,New,141,18989
7/13/2020,CANADA,Retail,C4,Existing,29631,1467152
7/13/2020,USA,Retail,F3,New,26155,973799
7/13/2020,SOUTH AMERICA,Retail,F1,New,239,8925
7/13/2020,EUROPE,Shopify,C2,New,15,2788
7/13/2020,SOUTH AMERICA,Retail,F3,Existing,1311,69461
7/13/2020,USA,Shopify,C3,New,171,26225
7/13/2020,AFRICA,Retail,C1,Existing,189344,7021479
7/13/2020,OCEANIA,Retail,C4,Existing,154970,7596305
7/13/2020,USA,Shopify,C3,Existing,1369,287330
7/13/2020,EUROPE,Shopify,C4,Existing,24,6044
7/13/2020,USA,Retail,null,Existing,11018,548145
7/13/2020,CANADA,Shopify,C4,Existing,112,21431
7/13/2020,AFRICA,Shopify,C3,New,265,42355
7/13/2020,ASIA,Shopify,C2,Existing,2240,397661
7/13/2020,CANADA,Retail,C3,Existing,62999,3208705
7/13/2020,CANADA,Retail,null,Guest,386267,11018161
7/13/2020,AFRICA,Shopify,null,Guest,5475,957155
7/13/2020,OCEANIA,Shopify,F1,Existing,4148,778485
7/13/2020,USA,Retail,F1,Existing,40791,2327655
7/13/2020,SOUTH AMERICA,Retail,F1,Existing,780,32639
7/13/2020,EUROPE,Shopify,C2,Existing,168,44500
7/13/2020,EUROPE,Retail,C3,Existing,16467,900277
7/13/2020,OCEANIA,Retail,C1,New,163943,3663206
7/13/2020,EUROPE,Shopify,C1,New,13,2071
7/13/2020,CANADA,Shopify,null,Existing,92,15152
7/13/2020,ASIA,Retail,C4,Existing,111944,4939910
7/13/2020,AFRICA,Retail,null,Existing,28394,1242031
7/13/2020,OCEANIA,Retail,null,New,71098,2508549
7/13/2020,EUROPE,Shopify,null,New,11,3949
7/13/2020,ASIA,Retail,F3,Existing,405264,20451621
7/13/2020,OCEANIA,Retail,F1,New,37699,1218901
7/13/2020,AFRICA,Shopify,C4,Existing,404,78140
7/13/2020,OCEANIA,Shopify,F3,Existing,3655,758975
7/13/2020,ASIA,Shopify,null,Existing,313,59903
7/13/2020,AFRICA,Retail,null,Guest,1560736,44802868
7/13/2020,OCEANIA,Retail,F2,Existing,341524,18450930
7/13/2020,AFRICA,Retail,F3,Existing,411666,23167749
7/13/2020,AFRICA,Shopify,F2,Existing,4747,924179
7/13/2020,OCEANIA,Shopify,null,New,429,76284
7/13/2020,OCEANIA,Retail,C4,New,61033,1845511
7/13/2020,SOUTH AMERICA,Shopify,C4,New,5,646
7/13/2020,CANADA,Shopify,null,New,73,9935
7/13/2020,AFRICA,Retail,null,New,51891,2062235
7/13/2020,ASIA,Retail,C1,Existing,186732,6201048
7/13/2020,OCEANIA,Retail,C2,Existing,170176,6523810
7/13/2020,CANADA,Retail,C4,New,12175,395622
7/13/2020,SOUTH AMERICA,Shopify,C4,Existing,7,1431
7/13/2020,AFRICA,Shopify,F3,New,85,12426
7/13/2020,CANADA,Shopify,F2,New,84,13157
7/13/2020,OCEANIA,Retail,C3,New,144348,4545904
7/13/2020,EUROPE,Shopify,C3,New,10,2302
7/13/2020,AFRICA,Retail,C1,New,97163,2412479
7/13/2020,EUROPE,Retail,F3,Existing,19105,1171916
7/13/2020,ASIA,Retail,F2,New,65303,2022224
7/13/2020,ASIA,Retail,C2,Existing,132043,5019353
7/13/2020,ASIA,Shopify,C4,New,45,6230
7/13/2020,SOUTH AMERICA,Shopify,C1,New,15,2076
7/13/2020,AFRICA,Shopify,F1,Existing,2560,465865
7/13/2020,CANADA,Retail,C3,New,27462,943502
7/13/2020,SOUTH AMERICA,Shopify,C3,Existing,100,20398
7/13/2020,SOUTH AMERICA,Shopify,C3,New,21,2809
7/13/2020,CANADA,Shopify,F1,Existing,761,128777
7/13/2020,OCEANIA,Shopify,null,Existing,480,95696
7/13/2020,USA,Retail,C1,Existing,58471,2428237
7/13/2020,SOUTH AMERICA,Shopify,F2,New,6,810
7/13/2020,SOUTH AMERICA,Shopify,F1,New,6,951
7/13/2020,USA,Shopify,F3,Existing,983,203721
7/13/2020,EUROPE,Retail,C4,New,1635,66542
7/13/2020,ASIA,Shopify,C4,Existing,270,51253
7/13/2020,CANADA,Shopify,F3,Existing,625,121988
7/13/2020,USA,Retail,F3,Existing,144613,8718318
7/13/2020,ASIA,Retail,C3,Existing,249602,11278570
7/13/2020,EUROPE,Retail,null,New,2973,134366
7/13/2020,EUROPE,Retail,C2,New,2817,104778
7/13/2020,EUROPE,Shopify,null,Existing,21,5037
7/13/2020,USA,Retail,C3,Existing,105887,5907907
7/13/2020,CANADA,Retail,F2,New,17077,621486
7/13/2020,USA,Shopify,F2,Existing,2000,396651
7/13/2020,SOUTH AMERICA,Shopify,F2,Existing,32,7526
7/13/2020,EUROPE,Retail,C1,Existing,15331,671849
7/13/2020,AFRICA,Shopify,F3,Existing,2373,485832
7/13/2020,ASIA,Retail,F3,New,82084,2507560
7/13/2020,CANADA,Retail,C2,New,14654,487888
7/13/2020,OCEANIA,Retail,null,Guest,2389737,63001301
7/13/2020,EUROPE,Retail,F1,New,894,37420
7/13/2020,ASIA,Retail,null,Existing,27058,1095973
7/13/2020,SOUTH AMERICA,Retail,C4,Existing,355,16777
7/13/2020,AFRICA,Retail,F2,Existing,283477,15425208
7/13/2020,ASIA,Shopify,C3,Existing,2066,395280
7/13/2020,USA,Retail,C3,New,44846,1681668
7/13/2020,ASIA,Retail,C1,New,126455,2730242
7/13/2020,USA,Shopify,C1,New,145,17859
7/13/2020,SOUTH AMERICA,Retail,F2,New,397,15809
7/13/2020,AFRICA,Shopify,F2,New,234,37446
7/13/2020,ASIA,Retail,C2,New,84484,2175831
7/13/2020,SOUTH AMERICA,Retail,null,Existing,154,5827
7/13/2020,USA,Shopify,C2,Existing,1353,255907
7/13/2020,CANADA,Shopify,F1,New,60,8846
7/13/2020,EUROPE,Shopify,F3,Existing,121,27834
7/13/2020,CANADA,Retail,F2,Existing,60570,3419492
7/13/2020,EUROPE,Shopify,F1,New,6,888
7/13/2020,OCEANIA,Shopify,C4,New,88,13327
7/13/2020,CANADA,Shopify,F2,Existing,1385,265155
7/13/2020,EUROPE,Shopify,F3,New,2,411
7/13/2020,CANADA,Shopify,C4,New,18,2891
7/13/2020,USA,Retail,C2,Existing,44366,2220667
7/13/2020,SOUTH AMERICA,Retail,C2,Existing,999,38172
7/13/2020,OCEANIA,Shopify,F2,New,359,60346
7/13/2020,OCEANIA,Shopify,F3,New,170,29702
7/13/2020,SOUTH AMERICA,Shopify,C2,Existing,139,25941
7/13/2020,SOUTH AMERICA,Retail,F3,New,273,9451
7/13/2020,EUROPE,Shopify,F2,New,12,4967
7/13/2020,SOUTH AMERICA,Retail,C4,New,218,8528
7/13/2020,OCEANIA,Retail,C2,New,105907,2793023
7/13/2020,USA,Retail,F1,New,10859,415888
7/13/2020,SOUTH AMERICA,Shopify,null,New,32,5405
7/13/2020,EUROPE,Retail,F3,New,1797,72072
7/13/2020,ASIA,Shopify,F1,Existing,2050,355457
7/13/2020,ASIA,Shopify,F3,Existing,1842,363221
7/13/2020,OCEANIA,Shopify,F1,New,239,36995
7/13/2020,AFRICA,Shopify,null,Existing,301,55928
7/13/2020,SOUTH AMERICA,Shopify,C2,New,39,7204
7/13/2020,EUROPE,Retail,null,Guest,102553,3613209
7/13/2020,CANADA,Shopify,F3,New,32,4452
7/13/2020,OCEANIA,Retail,F3,Existing,544718,29869624
7/13/2020,EUROPE,Shopify,C1,Existing,104,24277
7/13/2020,AFRICA,Shopify,C4,New,47,7162
7/13/2020,AFRICA,Retail,F2,New,61945,2164852
7/13/2020,USA,Shopify,C4,New,22,3383
7/13/2020,AFRICA,Retail,C3,New,108345,3764621
7/13/2020,AFRICA,Shopify,C2,Existing,2483,466244
7/13/2020,OCEANIA,Retail,F2,New,83671,2813286
7/13/2020,AFRICA,Retail,C3,Existing,293075,14887954
7/13/2020,USA,Shopify,null,New,156,27048
7/13/2020,AFRICA,Shopify,C3,Existing,2651,533372
7/13/2020,AFRICA,Retail,F1,Existing,100580,5319015
7/13/2020,USA,Shopify,F2,New,120,18908
7/13/2020,USA,Retail,null,New,20108,854972
7/13/2020,ASIA,Shopify,null,New,301,41515
7/13/2020,EUROPE,Shopify,F1,Existing,123,26915
7/13/2020,USA,Shopify,C1,Existing,751,127595
7/13/2020,OCEANIA,Shopify,C2,Existing,4343,838771
7/13/2020,USA,Shopify,F1,Existing,1324,246000
7/13/2020,EUROPE,Retail,null,Existing,2563,122860
7/13/2020,USA,Retail,null,Guest,525638,16383497
7/13/2020,EUROPE,Retail,C3,New,4362,191574
7/13/2020,EUROPE,Shopify,C3,Existing,170,54946
7/13/2020,ASIA,Shopify,null,Guest,5590,987561
7/13/2020,ASIA,Shopify,F2,Existing,2917,548742
7/13/2020,AFRICA,Retail,C2,Existing,115234,4912598
7/13/2020,ASIA,Retail,F1,New,28054,865051
7/13/2020,CANADA,Retail,C1,New,29073,747675
7/13/2020,SOUTH AMERICA,Retail,F2,Existing,1266,59774
7/13/2020,USA,Retail,C4,New,17696,620006
7/13/2020,CANADA,Retail,F3,Existing,93456,5316146
7/13/2020,ASIA,Retail,C4,New,48202,1342915
7/13/2020,USA,Retail,F2,New,26626,970777
7/13/2020,ASIA,Retail,null,Guest,1881379,47998436
7/13/2020,AFRICA,Retail,F1,New,21614,754615
7/13/2020,EUROPE,Shopify,null,Guest,325,71708
7/13/2020,CANADA,Shopify,C1,New,90,11607
7/13/2020,OCEANIA,Shopify,C3,Existing,4494,911580
7/13/2020,EUROPE,Retail,C4,Existing,5891,316385
7/13/2020,SOUTH AMERICA,Retail,C3,Existing,1388,70101
7/13/2020,AFRICA,Shopify,F1,New,143,22973
7/13/2020,ASIA,Retail,F1,Existing,95750,4559524
7/13/2020,OCEANIA,Retail,C3,Existing,344300,16584641
7/13/2020,SOUTH AMERICA,Shopify,C1,Existing,66,12871
7/13/2020,OCEANIA,Retail,F3,New,100302,3314632
7/13/2020,OCEANIA,Retail,null,Existing,35564,1487649
7/13/2020,CANADA,Retail,F1,Existing,24290,1307322
7/13/2020,SOUTH AMERICA,Retail,null,New,1063,39761
7/6/2020,USA,Shopify,C3,Existing,1326,275749
7/6/2020,AFRICA,Retail,C1,Existing,188285,7059529
7/6/2020,SOUTH AMERICA,Shopify,F1,Existing,55,12375
7/6/2020,ASIA,Shopify,C2,Existing,2015,359403
7/6/2020,ASIA,Retail,null,Guest,1902289,48780231
7/6/2020,OCEANIA,Retail,C4,Existing,155875,7647467
7/6/2020,CANADA,Retail,C3,New,27495,969187
7/6/2020,EUROPE,Shopify,C4,Existing,21,6400
7/6/2020,SOUTH AMERICA,Shopify,F3,Existing,26,4994
7/6/2020,OCEANIA,Shopify,null,Guest,8865,1582259
7/6/2020,USA,Retail,null,Existing,13120,668776
7/6/2020,SOUTH AMERICA,Retail,null,Existing,241,8083
7/6/2020,CANADA,Retail,F1,New,6531,244785
7/6/2020,USA,Retail,F3,New,26655,1018034
7/6/2020,OCEANIA,Shopify,null,Existing,472,88857
7/6/2020,OCEANIA,Retail,F3,New,100445,3282052
7/6/2020,EUROPE,Shopify,F3,New,2,255
7/6/2020,EUROPE,Retail,C2,New,2914,110244
7/6/2020,AFRICA,Shopify,null,Guest,5043,887999
7/6/2020,SOUTH AMERICA,Retail,C2,Existing,1042,42032
7/6/2020,EUROPE,Shopify,null,New,9,3455
7/6/2020,CANADA,Retail,null,Guest,390104,11138070
7/6/2020,OCEANIA,Shopify,C2,Existing,3808,721874
7/6/2020,USA,Shopify,F1,Existing,1372,256827
7/6/2020,EUROPE,Retail,C1,Existing,15185,682100
7/6/2020,SOUTH AMERICA,Retail,C3,New,954,37050
7/6/2020,AFRICA,Shopify,null,Existing,286,55662
7/6/2020,AFRICA,Retail,C4,Existing,122690,6214520
7/6/2020,CANADA,Shopify,C3,Existing,739,136436
7/6/2020,CANADA,Shopify,F1,Existing,699,115555
7/6/2020,ASIA,Retail,F3,Existing,402843,20474557
7/6/2020,OCEANIA,Retail,F1,New,38347,1241439
7/6/2020,OCEANIA,Retail,null,New,75471,2622537
